adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,poverty_incidence_2023,poverty_standard_error_2023,poverty_coefficient_of_variation_2023,poverty_ci_lower_2023,poverty_ci_upper_2023,poverty_threshold_php_2023,poverty_precision_flag,poverty_source_year,poverty_source_type,poverty_join_status,registry_clinical,osm_health,registry_gap_share,buildings_p85,underobserved_buildings_adm3_p85_proxy,gap_poverty_context_p85_proxy,poverty_source_label,poverty_source_url,area_sqkm,buildings_all,buildings_p90,building_area_m2_all,building_area_m2_p85,building_area_m2_p90,buildings_p85_per_sqkm,registry_all,registry_principal,osm_hospital,osm_clinic,osm_doctors,registry_minus_osm_clinical,osm_to_registry_clinical_ratio
Region IV-A (Calabarzon),PH04,Cavite,PH04021,Rosario,PH0402117,10.5647,1.4453,13.6808,8.1871,12.9423,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,27,2,0.9259,7609,7045,744.0,Rosario,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,8.0019,29786,2684,3245142.2,2206179.2,1691211.0,950.9,47,7,1,1,0,25,0.0741
Region III (Central Luzon),PH03,Tarlac,PH03069,San Jose,PH0306918,19.9023,2.6277,13.2032,15.5797,24.225,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,0,1.0,7039,7039,1401.0,San Jose,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,595.8301,26578,2018,1624436.0,834308.8,407646.7,11.81,15,4,0,0,0,15,0.0
Region XIII (Caraga),PH16,Agusan del Norte,PH16002,Buenavista,PH1600201,19.7421,1.631,8.2613,17.0592,22.4251,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,30,2,0.9333,7540,7037,1389.0,Buenavista,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,436.4161,22734,3493,1499888.4,809793.6,506198.3,17.28,33,5,0,2,0,28,0.0667
Region XII (Soccsksargen),PH12,Cotabato (North Cotabato),PH12047,Magpet,PH1204706,28.9923,2.6144,9.0175,24.6916,33.293,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,36,1,0.9722,7234,7033,2039.0,Magpet,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,384.7975,13904,2804,913031.4,631441.7,339377.9,18.8,36,4,0,0,1,35,0.0278
Region V (Bicol Region),PH05,Albay,PH05005,Legazpi City (Capital),PH0500506,16.3227,1.1773,7.2126,14.386,18.2593,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,58,40,0.3103,22639,7025,1147.0,City of Legazpi,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,157.8301,78664,9073,4924477.6,2593718.3,1595921.3,143.44,92,24,9,28,3,18,0.6897
Region VII (Central Visayas),PH07,Cebu,PH07022,Carmen,PH0702215,21.0963,2.6844,12.7245,16.6805,25.5122,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,0,1.0,7025,7025,1482.0,Carmen,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,86.4273,19491,3210,1206145.3,742807.8,495819.1,81.28,25,2,0,0,0,23,0.0
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,City of Victorias,PH0604531,21.3269,3.6098,16.9259,15.3888,27.2649,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,1,0.9565,7343,7024,1498.0,City of Victorias,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,105.7645,25992,3392,1665361.1,891712.3,556888.1,69.43,34,3,0,1,0,22,0.0435
Region IV-A (Calabarzon),PH04,Batangas,PH04010,Talisay,PH0401030,7.1275,1.377,19.3189,4.8624,9.3926,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,1,0.9091,7722,7020,500.0,Talisay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,59.2037,19016,4174,1391644.7,912455.8,612357.6,130.43,15,5,0,0,1,10,0.0909
Region IV-A (Calabarzon),PH04,Rizal,PH04058,Morong,PH0405809,9.7817,1.8657,19.0737,6.7126,12.8509,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,2,0.8667,8078,7001,685.0,Morong,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,34.566,26542,2746,1917444.3,1139555.7,664791.7,233.7,24,4,2,0,0,13,0.1333
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Calauan,PH0403406,13.544,0.9945,7.3426,11.9081,15.1799,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,21,0,1.0,6994,6994,947.0,Calauan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,74.9667,22044,3226,1654914.8,880784.9,546109.4,93.29,21,5,0,0,0,21,0.0
Region I (Ilocos Region),PH01,La Union,PH01033,Bacnotan,PH0103303,5.2807,0.8367,15.8436,3.9044,6.6571,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,2,0.8571,8144,6980,369.0,Bacnotan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,76.4034,26721,3252,1764217.0,1044693.0,603206.7,106.59,17,3,1,0,1,12,0.1429
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Pasacao,PH0501727,33.0553,2.7776,8.4029,28.4862,37.6244,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,0,1.0,6966,6966,2303.0,Pasacao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,134.2876,20920,2960,932286.7,508901.5,299001.8,51.87,24,4,0,0,0,23,0.0
Region VI (Western Visayas),PH06,Iloilo,PH06030,Barotac Nuevo,PH0603007,15.5821,1.4458,9.2787,13.2037,17.9605,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,1,0.9333,7459,6961,1085.0,Barotac Nuevo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,96.0415,23617,3513,1463224.0,848978.3,561498.0,77.66,20,3,1,0,0,14,0.0667
Region VII (Central Visayas),PH07,Cebu,PH07022,San Francisco,PH0702242,30.6739,4.2775,13.9451,23.6374,37.7103,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,18,1,0.9444,7331,6923,2124.0,San Francisco,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,96.9182,21008,3148,1133381.2,639750.9,379255.7,75.64,21,8,1,0,0,17,0.0556
Region IX (Zamboanga Peninsula),PH09,Zamboanga Sibugay,PH09083,Malangas,PH0908308,17.4735,1.8111,10.3647,14.4943,20.4527,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,9,1,0.8889,7759,6897,1205.0,Malangas,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,121.0915,12906,3470,752478.8,575507.3,330036.9,64.08,9,2,1,0,0,8,0.1111
Region I (Ilocos Region),PH01,Pangasinan,PH01055,San Nicolas,PH0105536,11.3432,1.8083,15.9419,8.3685,14.3179,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,37,0,1.0,6884,6884,781.0,San Nicolas,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,225.2275,22299,2554,1317052.8,716368.0,359587.9,30.56,37,2,0,0,0,37,0.0
Mimaropa Region,PH17,Marinduque,PH17040,Santa Cruz,PH1704005,14.1902,1.2345,8.6997,12.1595,16.221,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,1,0.9474,7264,6882,977.0,Santa Cruz,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,242.4787,19423,3103,1263522.9,706025.3,377359.6,29.96,20,3,0,1,0,18,0.0526
Region VI (Western Visayas),PH06,Iloilo,PH06030,Pototan,PH0603037,11.9198,1.0182,8.5419,10.2449,13.5947,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,7,0.6957,9842,6847,816.0,Pototan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,98.4999,30534,4925,1964135.8,1139197.3,774867.8,99.92,28,5,3,4,0,16,0.3043
Region III (Central Luzon),PH03,Nueva Ecija,PH03049,Bongabon,PH0304902,11.655,0.7893,6.7722,10.3566,12.9534,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,33,1,0.9697,7060,6846,798.0,Bongabon,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,215.5608,25731,2017,1811231.9,865447.5,367024.6,32.75,40,6,1,0,0,32,0.0303
Region I (Ilocos Region),PH01,La Union,PH01033,Agoo,PH0103301,9.4902,1.3568,14.2973,7.2582,11.7221,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,27,6,0.7778,8779,6828,648.0,Agoo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,48.146,28814,3384,1993714.7,1187815.9,680639.2,182.34,31,5,2,1,3,21,0.2222
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Villanueva,PH1004326,23.4201,2.1986,9.3877,19.8034,27.0368,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,0,1.0,6822,6822,1598.0,Villanueva,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,36.6433,14424,2860,1097782.9,824098.0,580381.9,186.17,16,4,0,0,0,14,0.0
Region II (Cagayan Valley),PH02,Isabela,PH02031,Quezon,PH0203122,14.5568,2.0705,14.2236,11.1508,17.9628,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,17,0,1.0,6820,6820,993.0,Quezon,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,216.5018,17766,2469,1099803.6,699715.2,358120.6,31.5,19,2,0,0,0,17,0.0
Region I (Ilocos Region),PH01,La Union,PH01033,San Juan,PH0103316,6.9404,1.1167,16.0898,5.1034,8.7773,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,12,0,1.0,6797,6797,472.0,San Juan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,50.5945,21853,2749,1389687.4,801672.0,445400.3,134.34,13,2,0,0,0,12,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Marantao,PH1903616,14.9152,1.5238,10.2165,12.4085,17.4218,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,6795,6795,1013.0,Marantao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,34.5874,11917,3293,882778.8,665945.5,422273.3,196.46,8,2,0,0,0,7,0.0
Region X (Northern Mindanao),PH10,Bukidnon,PH10013,San Fernando,PH1001318,35.5603,2.0771,5.8411,32.1435,38.9772,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,26,4,0.8462,8023,6789,2414.0,San Fernando,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,605.3497,20577,2340,1122986.2,627835.2,291822.5,13.25,28,3,2,1,1,22,0.1538
Region I (Ilocos Region),PH01,La Union,PH01033,Naguilian,PH0103311,8.1215,1.2554,15.4576,6.0564,10.1866,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,41,7,0.8293,8168,6774,550.0,Naguilian,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,102.4452,24346,3038,1584704.0,902056.9,447236.3,79.73,44,4,3,4,0,34,0.1707
Region IV-A (Calabarzon),PH04,Rizal,PH04058,Tanay,PH0405812,14.2112,1.59,11.1882,11.5957,16.8267,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,29,7,0.7586,8928,6773,963.0,Tanay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,283.7972,33261,2913,2398115.1,1276208.6,688227.6,31.46,40,8,2,4,1,22,0.2414
Region II (Cagayan Valley),PH02,Isabela,PH02031,Cabagan,PH0203106,14.968,1.6137,10.7809,12.3135,17.6226,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,28,4,0.8571,7893,6765,1013.0,Cabagan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,307.732,24537,2412,1659388.7,898149.5,394079.7,25.65,37,2,1,0,3,24,0.1429
Region VI (Western Visayas),PH06,Iloilo,PH06030,City of Passi,PH0603035,17.7603,1.2805,7.2097,15.6539,19.8666,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,49,13,0.7347,9204,6762,1201.0,City of Passi,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,240.7675,26363,3855,1797370.6,997803.2,581930.9,38.23,60,3,1,8,4,36,0.2653
Region I (Ilocos Region),PH01,Pangasinan,PH01055,Urbiztondo,PH0105545,18.1255,2.2091,12.1876,14.4916,21.7594,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,1,0.9286,7274,6755,1224.0,Urbiztondo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,40.3419,27114,2422,1520198.5,777424.7,402181.9,180.31,14,3,1,0,0,13,0.0714
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Palompon,PH0803740,24.3416,2.3221,9.5395,20.5218,28.1614,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,2,0.8571,7877,6751,1643.0,Palompon,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,152.1914,24106,3424,1481798.6,826050.7,499112.0,51.76,17,3,1,1,0,12,0.1429
Region IV-A (Calabarzon),PH04,Quezon,PH04056,San Francisco (Aurora),PH0405642,17.2915,2.8518,16.4928,12.6002,21.9827,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,17,2,0.8824,7627,6730,1164.0,San Francisco (Aurora),https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,316.1907,16787,3390,876266.2,525238.0,286585.6,24.12,18,2,1,0,1,15,0.1176
Region XI (Davao Region),PH11,Davao de Oro (Compostela Valley),PH11082,Montevista,PH1108208,16.2741,2.8609,17.5798,11.5678,20.9803,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,24,3,0.875,7691,6730,1095.0,Montevista,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,262.8293,17840,2336,1237351.8,715757.9,286877.2,29.26,27,3,1,1,1,21,0.125
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,City of Himamaylan,PH0604510,27.9825,3.9679,14.1798,21.4554,34.5096,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,25,1,0.96,7008,6728,1883.0,City of Himamaylan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,363.4972,29415,2513,1802443.3,777314.8,413309.0,19.28,27,3,1,0,0,24,0.04
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Bacong,PH0704603,16.6108,2.6696,16.0715,12.2193,21.0023,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,0,1.0,6728,6728,1118.0,Bacong,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,40.4229,17057,3453,1206708.3,763948.2,504298.4,166.44,23,1,0,0,0,23,0.0
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Narvacan,PH0102914,5.289,0.855,16.1652,3.8826,6.6955,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,38,2,0.9474,7100,6727,356.0,Narvacan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,103.3661,24164,2395,1686763.0,891842.7,424537.4,68.69,45,4,0,1,1,36,0.0526
Region VI (Western Visayas),PH06,Capiz,PH06019,Panay,PH0601909,12.3425,0.9533,7.7238,10.7743,13.9107,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,28,0,1.0,6724,6724,830.0,Panay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,132.7079,21674,2846,1221699.4,640394.0,355036.9,50.67,29,2,0,0,0,28,0.0
Region III (Central Luzon),PH03,Nueva Ecija,PH03049,Aliaga,PH0304901,12.1083,1.4836,12.2526,9.6678,14.5488,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,12,0,1.0,6722,6722,814.0,Aliaga,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,95.2571,32695,1825,2156999.1,879890.7,362466.6,70.57,14,2,0,0,0,12,0.0
Region II (Cagayan Valley),PH02,Isabela,PH02031,Mallig,PH0203119,15.635,1.8823,12.0389,12.5387,18.7314,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,21,0,1.0,6714,6714,1050.0,Mallig,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,116.219,20295,2294,1187887.2,683025.3,326958.8,57.77,23,3,0,0,0,21,0.0
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Cauayan,PH0604507,39.2086,3.4216,8.7266,33.58,44.8371,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,27,2,0.9259,7214,6679,2619.0,Cauayan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,469.7072,22579,2605,1350578.8,653823.2,324916.1,15.36,30,3,1,0,1,25,0.0741
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Baloi,PH1003502,47.0741,2.3456,4.9827,43.2157,50.9326,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,10,2,0.8,8331,6665,3137.0,Baloi,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,64.7648,14443,3993,1035087.6,781777.4,483141.5,128.63,10,4,1,1,0,8,0.2
Region IX (Zamboanga Peninsula),PH09,Zamboanga Sibugay,PH09083,Alicia,PH0908301,23.4986,2.1321,9.0735,19.9912,27.006,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,12,1,0.9167,7270,6664,1566.0,Alicia,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,146.2285,12967,2871,693015.4,495354.3,263326.5,49.72,12,2,1,0,0,11,0.0833
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Ramon Magsaysay (Liargo),PH0907323,33.0359,2.8938,8.7595,28.2756,37.7961,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,9,0,1.0,6657,6657,2199.0,Ramon Magsaysay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,96.9372,11526,2792,688199.4,518039.7,305621.4,68.67,10,2,0,0,0,9,0.0
Region IV-A (Calabarzon),PH04,Quezon,PH04056,San Antonio,PH0405641,6.1487,0.7817,12.7127,4.8628,7.4345,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,0,1.0,6652,6652,409.0,San Antonio,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,62.3793,18387,3051,1327343.8,811149.0,527046.0,106.64,24,4,0,0,0,23,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Basilan,PH19007,Maluso,PH1900704,43.0812,3.4306,7.9631,37.4379,48.7245,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,20,1,0.95,6989,6640,2861.0,Maluso,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,87.2907,11091,3360,552883.7,424172.2,248418.6,80.07,20,2,0,1,0,19,0.05
Region II (Cagayan Valley),PH02,Quirino,PH02057,Maddela,PH0205704,6.9917,0.895,12.8008,5.5194,8.4639,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,38,4,0.8947,7417,6636,464.0,Maddela,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,770.6225,24695,2178,1659370.9,851618.3,375625.8,9.62,39,5,1,2,1,34,0.1053
Region IX (Zamboanga Peninsula),PH09,Zamboanga Sibugay,PH09083,Naga,PH0908309,28.4441,2.4347,8.5598,24.4389,32.4492,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,26,0,1.0,6627,6627,1885.0,Naga,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,151.8378,12148,2569,696391.9,494702.1,267032.6,43.65,26,3,0,0,0,26,0.0
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Catarman (Capital),PH0804805,24.4397,5.1469,21.0597,15.973,32.9064,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,27,13,0.5185,12776,6624,1619.0,Catarman,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,303.0507,30336,6288,1802451.0,1150944.6,763136.8,42.16,36,8,2,6,5,14,0.4815
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Murcia,PH0604520,27.3249,3.2626,11.94,21.9579,32.6918,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,32,1,0.9688,6825,6612,1807.0,Murcia,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,279.4264,21259,3078,1412357.1,818730.6,559327.1,24.43,33,3,0,0,1,31,0.0312
Region XI (Davao Region),PH11,Davao del Sur,PH11024,Sulop,PH1102414,15.2376,1.4039,9.2135,12.9282,17.5471,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,30,3,0.9,7329,6596,1005.0,Sulop,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,128.8119,16486,2469,929414.7,589227.0,295618.6,56.9,32,5,1,1,1,27,0.1
Region III (Central Luzon),PH03,Bulacan,PH03014,Paombong,PH0301416,10.6517,1.4588,13.6951,8.2521,13.0514,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,20,3,0.85,7754,6591,702.0,Paombong,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,45.285,22310,2659,1340388.7,764645.5,359607.0,171.23,21,7,1,2,0,17,0.15
National Capital Region (NCR),PH13,Metropolitan Manila Fourth District,PH13076,Pasay City,PH1307605,1.0,1.0,67.0,0.0,2.0,37711.0,cv_gt_30_high_uncertainty,2023.0,psa_openstat_direct_2023,openstat_direct_city_name_match,51,28,0.451,14612,6590,66.0,Pasay City,https://openstat.psa.gov.ph/PXWeb/api/v1/en/DB/1E/FY/0041E3DF02A.px,17.886,50151,5207,5383329.7,3461410.5,2263297.1,816.95,112,43,5,15,8,23,0.549
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Nagcarlan,PH0403417,10.6449,1.241,11.6579,8.6035,12.6863,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,1,0.9231,7137,6588,701.0,Nagcarlan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,75.4475,20783,3058,1554509.9,823434.5,465208.5,94.6,19,3,1,0,0,12,0.0769
Region XIII (Caraga),PH16,Agusan del Sur,PH16003,Rosario,PH1600307,24.1298,2.6601,11.024,19.754,28.5057,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,1,0.9375,7021,6582,1588.0,Rosario,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,390.6695,18985,2371,1243917.5,712530.1,376316.5,17.97,16,2,0,1,0,15,0.0625
Region XII (Soccsksargen),PH12,Sarangani,PH12080,Maitum,PH1208005,20.9267,2.0283,9.6924,17.5902,24.2633,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,24,2,0.9167,7171,6574,1376.0,Maitum,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,286.3861,15591,2718,950280.8,632043.0,354093.9,25.04,26,5,2,0,0,22,0.0833
Mimaropa Region,PH17,Oriental Mindoro,PH17052,Gloria,PH1705206,22.7779,2.5411,11.1558,18.5978,26.9579,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,31,0,1.0,6526,6526,1486.0,Gloria,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,256.0981,20921,2639,1400098.2,701794.9,372503.1,25.48,32,4,0,0,0,31,0.0
Region XII (Soccsksargen),PH12,Sultan Kudarat,PH12065,Sen. Ninoy Aquino,PH1206512,31.1425,2.7177,8.7267,26.6719,35.6132,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,1,0.9565,6819,6522,2031.0,Sen. Ninoy Aquino,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,270.4916,12357,2435,827104.2,581168.6,284691.9,25.21,23,3,1,0,0,22,0.0435
Region V (Bicol Region),PH05,Masbate,PH05041,Placer,PH0504117,21.5818,1.8804,8.713,18.4885,24.6751,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,6510,6510,1405.0,Placer,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,198.898,19689,2471,973814.2,498433.5,255133.2,32.73,13,2,0,0,0,13,0.0
