id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance
5350,10005416,"Simlapara Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22135,90.33566,1,1,0,1,0,0,0,0,0,0,0
5351,10005417,"Singardighi Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.24619,90.36043,1,1,0,1,0,0,0,0,0,0,0
5352,10005418,"Solingmor Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22765,90.38622,1,1,0,1,0,0,0,0,0,0,0
5353,10005419,"Atalra Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.06908,90.45064,1,1,0,1,0,0,0,0,0,0,0
5354,10005420,"Damdama Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.06684,90.49606,1,1,0,1,0,0,0,0,0,0,0
5355,10005421,"Mendipur Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Not Applicable,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.02858,90.46387,1,1,0,1,0,0,1,0,1,0,0
5356,10005422,"Praladpur Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.0508,90.48217,1,1,0,1,0,0,0,0,1,0,0
5357,10005423,"Chinasokania Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.2255,90.53388,1,1,0,1,0,0,0,0,0,0,0
5358,10005424,"Dhaladiya Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.09931,90.47587,1,1,0,1,0,0,0,0,1,0,0
5359,10005425,"Gajariya Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.10586,90.4786,1,1,0,1,0,0,0,0,0,0,0
5360,10005426,"Kafilatoli Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.13999,90.46657,1,1,0,1,0,0,0,0,0,0,0
5361,10005427,"Lakshmipur Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.07852,90.47998,1,1,0,1,0,0,0,0,1,0,0
5362,10005428,"Shahjahanpur Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.14199,90.49068,1,1,0,1,0,0,1,0,0,0,0
5363,10005429,"Bairagirchala Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.19024,90.44633,1,1,0,1,0,0,0,0,0,0,0
5364,10005430,"Boherachala Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,,,0,1,0,1,0,0,0,0,0,0,0
5365,10005431,"Channapara Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.2121,90.42292,1,1,0,1,0,0,1,0,0,0,0
5366,10005432,"Keoa Vangi Bari Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22475,90.39996,1,1,0,1,0,0,0,0,0,0,0
5367,10005433,"Keoa Paschim ,Khanada Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.21431,90.39711,1,1,0,1,0,0,0,0,0,0,0
5368,10005434,"Keoa Harish Ukil Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.19647,90.43079,1,1,0,1,0,0,0,0,0,0,0
5369,10005435,"Loha Gach Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.2363,90.46675,1,1,0,1,0,0,1,0,0,0,0
5370,10005436,"Abdar Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.27794,90.4552,1,1,0,1,0,0,0,0,0,0,0
5371,10005437,"Mulaid Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22785,90.41592,1,1,0,1,0,0,1,0,0,0,0
5372,10005438,"Uttar ,Pelaid Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.27401,90.44643,1,1,0,1,0,0,0,0,0,0,0
5373,10005439,"Saitalia Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.25456,90.34993,1,1,0,1,0,0,1,0,0,0,0
5374,10005440,"Tepirbari Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.24356,90.43326,1,1,0,1,0,0,0,0,0,0,0
5375,10005441,"Ujilab Community Clinic , Sreepur",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.22269,90.45267,1,1,0,1,,0,0,0,0,0,0
5376,10005442,"Unashia Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.587,90.012,1,1,0,1,0,0,1,0,1,0,0
5377,10005443,"Uttarpar Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.003,90.019,1,1,0,1,0,0,1,0,1,0,0
5378,10005444,"Horinahati Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.98269,90.06202,1,1,0,1,0,0,0,0,0,0,0
5379,10005445,"Boluhar Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.598,90.014,1,1,0,1,0,0,1,0,1,0,0
5380,10005446,"Ashutia Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.005,89.568,1,1,0,1,0,0,1,0,1,0,0
5381,10005447,"Barshapara Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.589,89.566,1,1,0,1,0,1,0,0,1,0,0
5382,10005448,"Tarashi Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.599,89.591,1,1,0,1,0,0,1,0,1,0,0
5383,10005449,"Baikanthapur Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.075,90.008,1,1,0,1,0,1,0,0,1,0,0
5384,10005450,"Dighaliya Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.033,90.011,1,1,0,1,0,1,0,0,1,0,0
5385,10005451,"Hijolbari Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.057,89.598,1,1,0,1,0,1,0,0,1,0,0
5386,10005452,"Kandi Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.556,90.012,1,1,0,1,0,1,0,0,1,0,0
5387,10005453,"Jamila Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.016,89.591,1,1,0,1,0,0,1,0,1,0,0
5388,10005454,"Mandra Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.028,90.005,1,1,0,1,0,0,0,0,0,0,0
5389,10005455,"Tupuria Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.008,89.578,1,1,0,1,0,0,0,0,1,0,0
5390,10005456,"Bohaltoli Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.569,89.577,1,1,0,1,0,0,1,0,1,0,0
5391,10005457,"Chhatrakanda Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.96881,89.9434,1,1,0,1,0,0,1,0,1,0,0
5392,10005458,"Tarail Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,22.55,89.567,1,1,0,1,0,0,0,0,0,0,0
5393,10005459,"Debgram Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.03353,90.02006,1,1,0,1,0,0,0,0,0,0,0
5394,10005460,"Sitaikunda Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.007,90.008,1,1,0,1,0,1,0,0,1,0,0
5395,10005461,"Mushuriya Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.033,90.06,1,1,0,1,0,1,0,0,1,0,0
5396,10005462,"Rajapur Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.002,90.048,1,1,0,1,0,0,0,0,0,0,0
5397,10005463,"Ramshil Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.008,90.066,1,1,0,1,0,0,0,0,0,0,0
5398,10005464,"Nairbari Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.054,90.06,1,1,0,1,0,0,1,0,1,0,0
5399,10005465,"Pirarbari Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.088,90.058,1,1,0,1,0,1,0,0,1,0,0
5400,10005466,"Tikribari Community Clinic , Kotalipara",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.039,90.017,1,1,0,1,0,1,0,0,1,0,0
5401,10005467,"Gimadanga Munsirchar Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.552,89.522,1,1,0,1,0,0,0,0,0,0,0
5402,10005468,"Banarjhor Korpha Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,,,0,1,0,1,0,0,0,0,0,0,0
5403,10005469,"Choto Dumuria Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.53,89.55,1,1,0,1,0,0,0,0,0,0,0
5404,10005470,"Salukha Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.54,89.56,1,1,0,1,0,0,0,0,0,0,0
5405,10005471,"Joaria Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.56,89.54,1,1,0,1,0,0,0,0,0,0,0
5406,10005472,"Ruphati Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.59,89.53,1,1,0,1,0,0,0,0,0,0,0
5407,10005473,"Dakshin ,Kushli Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,,,0,1,0,1,0,0,0,0,0,0,0
5408,10005474,"Baghiarkul Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.53,89.54,1,1,0,1,0,0,0,0,0,0,0
5409,10005475,"Purba Patgati Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.53,89.54,1,1,0,1,0,0,0,0,0,0,0
5410,10005476,"Gahordanga Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.53,89.53,1,1,0,1,0,0,0,0,0,0,0
5411,10005477,"Gimadanga (Model) Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.54,89.52,1,1,0,1,0,1,0,0,1,1,0
5412,10005478,"Sreeramkandi Ghosherhat Community Clinic , Tungipara",Community Clinic,Outpatient Clinic,Ward,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.54,89.52,1,1,0,1,0,0,0,0,0,0,0
5413,10005479,"Bagarchar Uttar ,Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.26576,89.82507,1,1,0,1,0,0,0,0,1,0,0
5414,10005480,"Naddar Town Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.23763,89.84312,1,1,0,1,0,0,0,0,1,0,0
5415,10005481,"Sarmara Uttar ,Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.28769,89.83323,1,1,0,1,0,0,0,0,1,0,0
5416,10005482,"Tangaripara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.23764,89.84312,1,1,0,1,0,0,0,0,1,0,0
5417,10005483,"Dariyapara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.17244,89.88052,1,1,0,1,0,0,0,0,1,0,0
5418,10005484,"Maulabhipara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.20583,89.84884,1,1,0,1,0,0,0,0,0,0,0
5419,10005485,"Meserchar Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.18316,89.85382,1,1,0,1,0,0,1,0,1,0,0
5420,10005486,"Surzo Nagar Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.22146,89.86174,1,1,0,1,0,0,0,0,1,1,0
5421,10005487,"Taliyapara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.17291,89.89574,1,1,0,1,0,0,1,0,1,0,0
5422,10005488,"Goyalgaon Madhyapara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.19816,89.88188,1,1,0,1,0,0,0,0,1,0,0
5423,10005489,"Panatiya Para Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.240798,89.8871,1,1,0,1,0,0,0,0,1,0,0
5424,10005490,"Ujanpara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.24458,89.881547,1,1,0,1,0,0,0,0,1,0,0
5425,10005491,"Paschim ,Datterachar Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.267067,89.877448,1,1,0,1,0,0,0,0,1,0,0
5426,10005492,"Lauchapara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.269966,89.916561,1,1,0,1,0,0,0,0,0,0,0
5427,10005493,"Satanipara Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.2846,89.89352,1,1,0,1,0,0,0,0,1,0,0
5428,10005494,"Bagaduba Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.269966,89.916561,1,1,0,1,0,0,0,0,1,0,0
5429,10005495,"Maichenir Char Purba ,Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.156963,89.837539,1,1,0,1,0,0,0,0,1,1,0
5430,10005496,"Tupkarchar Old Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.16911,89.85389,1,1,0,1,0,0,1,0,1,0,0
5431,10005497,"Banshkanda Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.15242,89.87881,1,1,0,1,0,0,0,0,1,0,0
5432,10005498,"Binoderchar Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.14834,89.8744,1,1,0,1,0,1,1,0,1,1,0
5433,10005499,"Kusalnagar Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.11789,89.89009,1,1,0,1,0,0,0,0,1,0,0
5434,10005500,"Char Airmari Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.18959,89.81337,1,1,0,1,0,0,0,0,1,1,0
5435,10005501,"Dhatuya Kanda Community Clinic , Bakshiganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.21799,89.83345,1,1,0,1,0,0,0,0,0,0,0
5436,10005502,"Char Bahadurabad Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.21232,89.70554,1,1,0,1,0,0,0,0,0,0,0
5437,10005503,"Kolakanda Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.24877,89.77859,1,1,0,1,0,0,0,0,0,0,0
5438,10005504,"Polosnakandi Community Clinic , Dewanganj",Community Clinic,Hospital/Clinic,Ward,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.20125,89.77198,1,1,0,1,2,0,0,0,0,0,0
5439,10005505,"Shahjadpur Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.25322,89.77454,1,1,0,1,0,0,0,0,0,0,0
5440,10005506,"Lankar Char Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.32265,89.67125,1,1,0,1,0,0,0,0,0,0,0
5441,10005507,"Madarerchar Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.34568,89.78339,1,1,0,1,0,0,0,0,0,0,0
5442,10005508,"Mitali Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.32573,89.76532,1,1,0,1,0,0,0,0,0,0,0
5443,10005509,"Sanandabari Pashchimpara Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.36478,89.75274,1,1,0,1,0,0,0,0,0,0,0
5444,10005510,"Tupkar Char Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,,,0,1,0,1,0,1,0,0,0,0,0
5445,10005511,"Takimari Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.17933,89.73922,1,1,0,1,0,0,0,0,0,0,0
5446,10005512,"Rampura Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.16092,89.76481,1,1,0,1,0,0,0,0,0,0,0
5447,10005513,"Baghar Char Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.39073,89.80899,1,1,0,1,0,0,0,0,0,0,0
5448,10005514,"Chengtimari (dangdhara Union) Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.36045,89.80254,1,1,0,1,0,0,0,0,0,0,0
5449,10005515,"Goyalakanda Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.38815,89.79826,1,1,0,1,0,0,0,0,0,0,0
5450,10005516,"Joaner Char Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.42516,89.78751,1,1,0,1,0,0,0,0,0,0,0
5451,10005517,"Char Kalikapur Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.16373,89.77495,1,1,0,1,0,0,0,0,0,0,0
5452,10005518,"Gamariya Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.14876,89.7709,1,1,0,1,0,0,0,0,0,0,0
5453,10005519,"Kharma Dighalkandi Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,,,0,1,0,1,0,0,1,1,1,0,0
5454,10005520,"Kharma Telipara Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.13298,89.77722,1,1,0,1,0,0,0,0,0,0,0
5455,10005521,"Tilakpur Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.13825,89.78126,1,1,0,1,0,0,0,0,0,0,0
5456,10005522,"Aamkhaoa Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.16372,89.77497,1,1,0,1,0,0,0,0,0,0,0
5457,10005523,"Chengtimari Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.34645,89.81542,1,1,0,1,0,0,0,0,0,0,0
5458,10005524,"Degrir Char Community Clinic , Dewanganj",Community Clinic,Outpatient Clinic,Ward,,1,0,Mymensingh,Jamalpur,,Dewanganj,45,39,,15,25.33532,89.81567,1,1,0,1,0,0,0,0,0,0,0
